24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE,Lost time (l),Saturation headway(h),Green delay time (l+h.n)
"Skyview Rd East, 200 blk - East of Avenue F",,,144,119,263,3/11/2010 0:00,4,2,530
"Skyview Rd East, 200 blk - West of Avenue G",,,153,122,275,9/12/2007 0:00,4,2,554
"Skyview Rd West, 100 blk - East of Chesterfield Ave",,,149,62,211,3/10/2010 0:00,4,2,426
"Slaughter Ln East, 200 blk - East of IH35 ESR",,,3510,3980,7490,12/18/2002 0:00,4,2,14984
"Slaughter Ln East, 700 blk - at Brandt Ramp",6997,5397,,,12394,11/17/2010 0:00,4,2,24792
"Slaughter Ln East, 700 blk - West of Brandt Rd",,,3838,4010,7848,3/31/2005 0:00,4,2,15700
"Slaughter Ln East, 700 blk - West of Brandt Rd",,,3255,3710,6965,12/18/2002 0:00,4,2,13934
"Slaughter Ln West, 3000 blk - East of Westgate Blvd",,,13317,14364,27681,12/2/2003 0:00,4,2,55366
"Slaughter Ln West, 5000 blk - West of Sendera Mesa Dr",,,13871,14482,28353,7/31/2007 0:00,4,2,56710
"Slaughter Ln West, 5600 blk - West of Beckett",,,11040,10754,21794,10/11/2007 0:00,4,2,43592
"Slaughter Ln West, 5800 blk - West of Beckett",,,10589,11078,21667,9/28/2009 0:00,4,2,43338
"Slaughter Ln West, 6100 blk - East of Vinemont Dr",,,6149,7066,13215,9/28/2009 0:00,4,2,26434
"Slaughter Ln West, 6100 blk - East of Vinemont Dr",,,6302,6222,12524,10/11/2007 0:00,4,2,25052
"Slaughter Ln West, 6700 blk - West of Bungalow",,,5481,5672,11153,9/28/2009 0:00,4,2,22310
"Slaughter Ln West, 6700 blk - West of Bungalow",,,5265,5588,10853,10/18/2007 0:00,4,2,21710
"Slaughter Ln West, 7000 blk - West of Barstow Ave",,,5281,5375,10656,9/28/2009 0:00,4,2,21316
"Slaughter Ln West, 7000 blk - West of Barstow Ave",,,5091,5070,10161,10/11/2007 0:00,4,2,20326
"Slaughter Ln West, 7400 blk - East of FM 1826",,,5094,4963,10057,9/28/2009 0:00,4,2,20118
"Slaughter Ln West, 7400 blk - East of FM 1826",,,5163,5212,10375,10/11/2007 0:00,4,2,20754
"Slaughter Ln West, 900 blk - West of Palace Pkwy",,,19636,20598,40234,4/13/2005 0:00,4,2,80472
"Slaughter Ln. East, 100 blk - East of IH35 NB East service road",,,9024,9620,18644,9/5/2013 0:00,4,2,37292
"Slaughter Ln. East, 9300 blk - North of Brandt Ramp",9347,8405,,,17752,9/11/2013 0:00,4,2,35508
"Slaughter Ln. West, 5800 blk - West of Beckett Rd",,,11613,11678,23291,7/24/2014 0:00,4,2,46586
"Slayton Dr, 8800 blk - North of Schirra Place",92,120,,,212,6/28/2005 0:00,4,2,428
"Slayton Dr, 9200 blk - North of Cooper Dr",984,789,,,1773,10/17/2005 0:00,4,2,3550
"Small Dr, 4400 blk - East of Mt. Bonnell Rd",,,728,,728,2/23/2012 0:00,4,2,1460
"South 1st St, 9600 blk - South of Taft Ln",7061,5938,,,12999,3/26/2013 0:00,4,2,26002
"South Meadows Dr, 1000 blk - West of Newmont Rd",,,569,482,1051,12/6/2007 0:00,4,2,2106
"South Meadows Dr, 1200 blk - West of Plains Trl",,,877,818,1695,12/6/2007 0:00,4,2,3394
"South Park Meadows, 9300 blk - South of Berkeley Ln",1150,639,,,1789,10/4/2012 0:00,4,2,3582
"Southbrook Dr, 7100 blk - East of Timberwood St",,,556,506,1062,6/3/2013 0:00,4,2,2128
"Southbrook Dr, 7200 blk - West of Timberwood St",,,535,479,1014,9/23/2013 0:00,4,2,2032
"Southridge Dr, 3700 blk - North of Southport Dr (South)",2324,2481,,,4805,8/28/2007 0:00,4,2,9614
"Southwest Pkwy, 3900 blk - West of Mopac Blvd  (Loop 1)",,,12120,13713,25833,9/10/2001 0:00,4,2,51670
"Southwest Pkwy, 4500 blk - West of Republic of Texas Blvd",,,8647,10595,19242,9/10/2001 0:00,4,2,38488
"Southwest Pkwy, 4700 blk - At Boston Ln",,,14424,13753,28177,5/12/2008 0:00,4,2,56358
"Southwest Pkwy, 5300 blk - West of Mission Oaks Blvd",,,8944,10375,19319,9/10/2001 0:00,4,2,38642
"Southwest Pkwy, 5700 blk - East of Foster Ranch Rd",,,9747,10680,20427,5/10/2004 0:00,4,2,40858
"Southwest Pkwy, 6000 blk - East of Foster Ranch Rd",,,10338,11845,22183,3/27/2007 0:00,4,2,44370
"Southwest Pkwy, 6000 blk - East of Foster Ranch Rd",,,9327,10214,19541,4/21/2003 0:00,4,2,39086
"Southwest Pkwy, 7000 blk - East of W. Wm Cannon Dr",,,8101,8671,16772,5/10/2004 0:00,4,2,33548
"Southwest Pkwy, 7300 blk - West of W. Wm. Cannon Dr",,,7764,8491,16255,12/6/2001 0:00,4,2,32514
"Southwest Pkwy, 8000 blk - East of Belgrade Dr",,,8770,8862,17632,5/10/2004 0:00,4,2,35268
"Speedway, 3300 blk - South of W. 34th St",2708,2840,,,5548,3/3/2009 0:00,4,2,11100
"Speedway, 3300 blk - South of W. 34th St",2402,2572,,,4974,10/2/2008 0:00,4,2,9952
"Speedway, 3300 blk - South of W. 34th St",2767,3078,,,5845,5/8/2007 0:00,4,2,11694
"Speedway, 3300 blk - South of W. 34th St",2603,2895,,,5498,10/20/2003 0:00,4,2,11000
"Speedway, 3300 blk - South of W. 34th St",3072,3370,,,6442,3/6/2002 0:00,4,2,12888
"Spicewood Pkwy, 10600 blk - East of Tallyran Dr",,,1602,1601,3203,2/6/2001 0:00,4,2,6410
"Spicewood Pkwy, 11400 blk - South of Balcones Way",1996,1439,,,3435,10/7/2013 0:00,4,2,6874
"Spicewood Pkwy, 11400 blk - South of Balcones Way",1996,1439,,,3435,10/7/2013 0:00,4,2,6874
"Spicewood Pkwy, 11400 blk - South of Cedar Crest Dr",1583,1333,,,2916,7/12/2011 0:00,4,2,5836
"Spicewood Pkwy, 11500 blk - East of Tin Cup",,,2610,3421,6031,4/23/2014 0:00,4,2,12066
"Spicewood Pkwy, 11500 blk - South of Pickfair Dr",3548,2978,,,6526,5/11/2005 0:00,4,2,13056
"Spicewood Pkwy, 11500 blk - South of Pickfair Dr",4432,3774,,,8206,3/10/2004 0:00,4,2,16416
"Spicewood Pkwy, 11500 blk - West of Cedar Crest Dr",,,2071,2762,4833,7/13/2011 0:00,4,2,9670
"Spicewood Pkwy, 11543 - South of Pickfair Dr",3461,2877,,,6338,4/26/2005 0:00,4,2,12680
"Spicewood Pkwy, 11549 - North of Pickfair Dr",3810,3184,,,6994,4/26/2005 0:00,4,2,13992
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",1756,1602,,,3358,5/17/2005 0:00,4,2,6720
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",2368,1938,,,4306,3/9/2004 0:00,4,2,8616
"Spicewood Pkwy, 11600 blk - South of Anderson Mill Rd",2581,1967,,,4548,3/27/2002 0:00,4,2,9100
"Spicewood Springs Rd, 4000 blk - West of Greenslope Dr",,,10985,11222,22207,2/22/2005 0:00,4,2,44418
"Spicewood Springs Rd, 5500 blk - West of Capital of Tx Hwy",,,3408,3405,6813,2/14/2005 0:00,4,2,13630
"Spicewood Springs Rd, 8000 blk - South of Old Lampassas Trl",1814,1709,,,3523,2/14/2005 0:00,4,2,7050
"Spicewood Springs Rd, 8100 blk - West of Bintliff Dr           ",,,4871,5520,10391,8/27/2002 0:00,4,2,20786
"Spicewood Springs Rd, 8200 blk - East of Bintliff Dr",,,4924,5395,10319,1/13/2003 0:00,4,2,20642
"Spicewood Springs Rd, 8300 blk - East of Sweet Cherry Dr",,,5056,5486,10542,1/13/2003 0:00,4,2,21088
"Spicewood Springs Rd, 8300 blk - North of Texas Plume Rd",4349,4770,,,9119,1/25/2011 0:00,4,2,18242
"Spicewood Springs Rd, 8400 blk - West of Yaupon Dr",,,5277,6840,12117,1/13/2003 0:00,4,2,24238
"Spicewood Springs Rd, 8500 blk - East of Rustic Rock Dr",,,6582,6984,13566,1/13/2003 0:00,4,2,27136
"Spotted Horse, 11700 blk - North of Red Cloud Dr",150,157,,,307,10/7/2013 0:00,4,2,618
"Spotted Horse, 11700 blk - North of Red Cloud Dr",150,157,,,307,10/7/2013 0:00,4,2,618
"Spring Hollow Dr, 9100 blk - East of Spring Lake Dr",,,307,472,779,3/6/2007 0:00,4,2,1562
"Spring Hollow Dr, 9200 blk - West of Spring Lake Dr",,,228,301,529,3/7/2007 0:00,4,2,1062
"Spring Hollow Dr, 9300 blk - East of Tee Dr",,,126,219,345,12/18/2002 0:00,4,2,694
"Spring Hollow Dr, 9400 blk - West of Spring Lake Dr",,,226,287,513,3/7/2007 0:00,4,2,1030
"Spring Hollow Dr, 9400 blk - West of Springwood Dr",,,390,404,794,12/19/2002 0:00,4,2,1592
"Spring Lake Dr, 8900 blk - West of Jolly Hollow",,,215,254,469,10/1/2012 0:00,4,2,942
"Spring Lake Dr, 9000 blk - North of Jolly Hollow Dr",90,83,,,173,12/19/2002 0:00,4,2,350
"Spring Lake Dr, 9000 blk - South of Spring Hollow Dr (South end)",218,204,,,422,3/5/2007 0:00,4,2,848
"Spring Lake Dr, 9100 blk - South of Spring Hollow Dr (North end)",108,128,,,236,3/6/2007 0:00,4,2,476
"Spring Lane, 2500 blk - South of Tower Dr",423,398,,,821,1/12/2010 0:00,4,2,1646
"Spring Lane, 2600 blk - South of McCullough St",252,214,,,466,10/11/2005 0:00,4,2,936
"Spring Lane, 2700 blk - North of McCullough St",169,188,,,357,10/11/2005 0:00,4,2,718
"Spring Meadow Dr, 5400 blk - West of Bergfield Dr",,,963,949,1912,7/7/2010 0:00,4,2,3828
"Springdale Rd, 1100 blk - South of E. 12th St",3510,3204,,,6714,3/22/2005 0:00,4,2,13432
"Springdale Rd, 1200 blk - North of E. 12th St",4313,4506,,,8819,3/22/2005 0:00,4,2,17642
"Springdale Rd, 7900 blk - North of Andtree Blvd",6670,5975,,,12645,11/6/2006 0:00,4,2,25294
"Springwood Dr, 9400 blk - North of Spring Hollow Dr",48,52,,,100,12/19/2002 0:00,4,2,204
"Spruce Canyon Dr, 11000 blk - South of Via Grande Dr",1034,1004,,,2038,9/17/2013 0:00,4,2,4080
"Spruce Canyon Dr, 11200 blk - South of Veridian Ln",520,536,,,1056,3/10/2005 0:00,4,2,2116
"Spruce Canyon Dr, 11200 blk - South of Via Grande",858,1049,,,1907,5/12/2010 0:00,4,2,3818
"Spruce Canyon Dr, 11300 blk - North of Tanaqua",943,962,,,1905,5/12/2010 0:00,4,2,3814
"Spruce Canyon Dr, 11500 blk - South of Georgian Oaks Rd",1116,992,,,2108,3/10/2005 0:00,4,2,4220
"Sprucewood Dr, 6300 blk - South of Lemonwood Dr",533,526,,,1059,10/29/2008 0:00,4,2,2122
"Sprucewood Dr, 6400 blk - South of Blueridge Ct",1280,1106,,,2386,2/28/2012 0:00,4,2,4776
"Sprucewood Dr, 6400 blk - South of Blueridge Ct",1426,1243,,,2669,4/7/2005 0:00,4,2,5342
"St Johns Ave East, 1200 blk - East of Grand Canyon Dr",,,3517,3718,7235,12/4/2008 0:00,4,2,14474
"St Johns Ave East, 1200 blk - East of Grand Canyon Dr",,,5576,5328,10904,11/6/2002 0:00,4,2,21812
"St Johns Ave East, 1400 blk - East of Cameron Rd",,,1286,1639,2925,12/4/2008 0:00,4,2,5854
"St Johns Ave East, 1400 blk - East of Cameron Rd",,,2288,2609,4897,3/27/2003 0:00,4,2,9798
"St Johns Ave East, 500 blk - East of Duval St",,,4775,5042,9817,12/4/2008 0:00,4,2,19638
"St Johns Ave East, 500 blk - East of Duval St",,,6659,7467,14126,3/27/2003 0:00,4,2,28256
"St Johns Ave East, 800 blk -  East of IH35",,,4504,4322,8826,12/4/2008 0:00,4,2,17656
"St Johns Ave East, 800 blk -  East of IH35",,,6186,6381,12567,3/26/2003 0:00,4,2,25138
"St Johns Ave West, 600 blk - West of Guadalupe St",,,3430,3730,7160,12/4/2008 0:00,4,2,14324
"St Johns Ave West, 600 blk - West of Guadalupe St",,,4207,4963,9170,3/26/2003 0:00,4,2,18344
"St Joseph Blvd., 2200 blk - East of St Cecilia St",,,1610,1583,3193,11/13/2007 0:00,4,2,6390
"St Joseph Blvd., 2300 blk - East of Burnet Rd",,,1897,1844,3741,3/5/2002 0:00,4,2,7486
"St Merryn Rd, 11300 blk - North of Thistle Hill",456,427,,,883,8/23/2004 0:00,4,2,1770
"St. Edward's Dr, 1100 blk - West of Province Center Drwy",,,1321,1032,2353,2/24/2014 0:00,4,2,4710
"St. Edward's Dr, 1100 blk - West of St. Edward's Circle",,,1433,1120,2553,11/4/2008 0:00,4,2,5110
"St. Edward's Dr, 500 blk - West of Friar Tuck Lane",,,610,441,1051,2/24/2014 0:00,4,2,2106
"St. Elmo East, 3000 blk - East of South Industrial",,,4917,4417,9334,2/7/2011 0:00,4,2,18672
"St. Elmo West, 400 blk - West of Lareina Dr",,,2145,3075,5220,11/4/2008 0:00,4,2,10444
"St. Johns Ave East, 500 blk - East of Duval",,,4956,4990,9946,5/1/2013 0:00,4,2,19896
"Stafford St, 2100 blk - South of Oaklawn Ave",405,412,,,817,10/1/2008 0:00,4,2,1638
"Staked Plains Dr, 11300 blk - South of Staked Plains Loop",N/A,2129,,,2129,9/17/2007 0:00,4,2,4262
"Staked Plains Dr, 11500 blk - West of Shadow Ln",,,494,426,920,9/8/2005 0:00,4,2,1844
"Staked Plains Loop (north), 15200 blk - South of Fletcher Hall Ln",268,238,,,506,9/8/2005 0:00,4,2,1016
"Staked Plains Loop (south), 14500 blk - North of Staked Plains Dr",939,1004,,,1943,9/8/2005 0:00,4,2,3890
"Staked Plains Loop (south), 14600 blk - South of Fletcher Hall Ln",760,831,,,1591,9/8/2005 0:00,4,2,3186
"Starstreak Dr, 6400 blk - South of Skyloop Dr",687,966,,,1653,1/18/2011 0:00,4,2,3310
"Starstreak Dr, 6400 blk - South of Skyloop Dr",629,908,,,1537,3/26/2012 0:00,4,2,3078
"Starstreak Dr, 6500 blk - North of Star Bright Dr",749,952,,,1701,10/1/2007 0:00,4,2,3406
"Stassney Ln East, 1900 blk- West of Ponciana Dr",,,10191,11697,21888,2/23/2011 0:00,4,2,43780
"Stassney Ln East, 2400 blk- West of Pepper Tree Pkwy",,,7220,7051,14271,2/17/2011 0:00,4,2,28546
"Stassney Ln East, 4400 blk- East of Chaparral Trl",,,5703,5960,11663,2/17/2011 0:00,4,2,23330
"Stassney Ln East, 4800 blk- East of Two Iron St",,,4722,4977,9699,2/17/2011 0:00,4,2,19402
"Stassney Ln East, 5400 blk- East of Walnut Grove",,,5424,5853,11277,2/23/2011 0:00,4,2,22558
"Stassney Ln East, 5600 blk - East of Nuckols Crossing Rd",,,7872,7566,15438,4/15/2004 0:00,4,2,30880
"Stassney Ln East, 5900 blk - North of Teri Rd",8432,8650,,,17082,4/15/2004 0:00,4,2,34168
"Stassney Ln East, 800 blk - West of IH35",,,14417,17409,31826,11/1/2002 0:00,4,2,63656
"Stassney Ln West, 1600 blk - At the Railroad Tracks",,,8832,10769,19601,11/3/2009 0:00,4,2,39206
"Staton Dr, 13000 blk - East of Meehan Dr",,,251,209,460,1/14/2008 0:00,4,2,924
"Steck Ave, 2400 blk - East of Parkdale Cove",,,3665,3943,7608,4/11/2007 0:00,4,2,15220
"Steck Ave, 2500 blk - West of Burnet Rd",,,3624,3385,7009,1/29/2003 0:00,4,2,14022
"Steck Ave, 2700 blk - East of Stillwood Ln",,,3531,3451,6982,8/8/2011 0:00,4,2,13968
"Steck Ave, 2700 blk - East of Stillwood Ln",,,4121,4325,8446,1/18/2007 0:00,4,2,16896
"Steck Ave, 2700 blk - East of Stillwood Ln",,,3516,3770,7286,2/21/2012 0:00,4,2,14576
"Steck Ave, 2800 blk - East of Rockwood Ln",,,3941,3706,7647,1/29/2003 0:00,4,2,15298
"Steck Ave, 3100 blk- West of Daleview Dr ",,,4647,5407,10054,8/8/2011 0:00,4,2,20112
"Steck Ave, 3200 blk - East of Shoal Creek Blvd",,,5267,6713,11980,1/18/2007 0:00,4,2,23964
"Steck Ave, 3200 blk - East of Shoal Creek Blvd",,,4956,5463,10419,1/29/2003 0:00,4,2,20842
"Steck Ave, 3800 blk - West of Greenslope Dr",,,4475,5023,9498,5/31/2007 0:00,4,2,19000
"Stephen F. Austin Dr, 2100 blk - East of Mopac Expwy",,,1978,1367,3345,4/29/2003 0:00,4,2,6694
"Stillwood Ln, 8000 blk - North of Ashdale",114,129,,,243,5/20/2010 0:00,4,2,490
"Stillwood Ln, 8000 blk - North of Ashdale",109,166,,,275,4/11/2007 0:00,4,2,554
"Stillwood Ln, 8200 blk - South of Buell Ave",450,575,,,1025,3/19/2007 0:00,4,2,2054
"Stillwood Ln, 8300 blk - North of Buell Ave",404,338,,,742,4/11/2007 0:00,4,2,1488
"Stillwood Ln, 8400 blk - North of Penny Ln",299,214,,,513,5/20/2010 0:00,4,2,1030
"Stillwood Ln, 8400 blk - North of Penny Ln",312,244,,,556,4/22/2013 0:00,4,2,1116
"Stobaugh St, 1000 blk - East of Watson St",,,72,178,250,3/28/2008 0:00,4,2,504
"Stone Gate Dr, 5100 blk - South of Elmsgrove Dr",80,101,,,181,9/23/2013 0:00,4,2,366
"Stone Gate Dr, 5100 blk - South of Elmsgrove Dr",80,101,,,181,9/23/2013 0:00,4,2,366
"Stonebridge Dr, 9500 blk - North of Rutland Dr",71,97,,,168,12/17/2007 0:00,4,2,340
"Stonebridge Dr, 9500 blk - North of Rutland Dr",70,81,,,151,3/27/2007 0:00,4,2,306
"Stratford Dr, 2300 blk - East of S. Mopac Expwy",,,1075,1318,2393,7/16/2001 0:00,4,2,4790
"Stratford Dr, 2400 blk - West of S. Mopac Expwy",,,612,704,1316,7/16/2001 0:00,4,2,2636
"Stratford Dr, 3400 blk - South of Red Bud Trail",1370,1395,,,2765,5/2/2005 0:00,4,2,5534
"Stratford Dr, 3400 blk - South of Red Bud Trail",1211,1295,,,2506,2/25/2004 0:00,4,2,5016
"Stratford Drive, 2600 blk - South of Valley Springs Rd",747,770,,,1517,9/25/2012 0:00,4,2,3038
"Strauss Dr, 4900 blk - South of W. 49th St",158,201,,,359,4/5/2001 0:00,4,2,722
"Strickland Dr, 100 blk - East of Texas Sun Dr",,,550,578,1128,2/27/2014 0:00,4,2,2260
"Suffolk Dr, 1400 blk - West of Belfast Dr",,,118,130,248,4/8/2003 0:00,4,2,500
"Suffolk Dr, 1500 blk - East of Belfast Dr",,,130,234,364,4/8/2003 0:00,4,2,732
"Summerset Trail, 4900 blk - West of Brush Country Rd",,,1950,2803,4753,8/18/2005 0:00,4,2,9510
"Summerset Trail, 4900 blk - West of Brush Country Rd",,,1519,2390,3909,8/9/2005 0:00,4,2,7822
"Summerset Trail, 4900 blk - West of Sunkist",,,1803,2496,4299,1/18/2011 0:00,4,2,8602
"Summerset Trail, 4900 blk - West of Sunkist Ln",,,1958,3036,4994,10/10/2012 0:00,4,2,9992
"Summerset Trail, 5200 blk - West of Sun Vista Dr",,,539,722,1261,2/19/2013 0:00,4,2,2526
"Summit St, 1600 blk - South of Taylor Gaines St",445,526,,,971,9/23/2013 0:00,4,2,1946
"Summit St, 1600 blk - South of Taylor Green St",445,526,,,971,9/23/2013 0:00,4,2,1946
"Sunny Slope, 2200 blk - West of Scott Crescent",,,65,59,124,11/5/2009 0:00,4,2,252
"Sunset Ln, 600 blk - West of Alameda Dr                         1-way EB",,,165,n/a,165,5/16/2001 0:00,4,2,334
"Sunstrip Dr, 6400 blk - South of Skyloop Dr",503,642,,,1145,11/6/2008 0:00,4,2,2294
"Surburban Dr,  4900 blk - South of Tamworth Ave",1050,1248,,,2298,3/26/2012 0:00,4,2,4600
"Swan Dr, 11600 blk - West of Medallion Ln",,,1189,900,2089,11/19/2002 0:00,4,2,4182
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1233,1143,,,2376,5/11/2005 0:00,4,2,4756
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1406,1292,,,2698,3/9/2004 0:00,4,2,5400
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1121,1028,,,2149,3/27/2002 0:00,4,2,4302
"Swan Dr, 11700 blk - South of Anderson Mill Rd",1040,1075,,,2115,2/20/2001 0:00,4,2,4234
"Swearingen Dr, 11400 blk - North of W. Braker Ln",574,613,,,1187,3/17/2003 0:00,4,2,2378
"Swearingen Dr, 11800 blk - North of Carshalton Dr",893,1070,,,1963,4/9/2003 0:00,4,2,3930
"Swearingen Dr, 11900 blk - South of Gracy Farms Ln",750,858,,,1608,4/9/2003 0:00,4,2,3220
"Tannehill Ln, 3800 blk - South of Samuel Huston Ave",344,313,,,657,11/1/2001 0:00,4,2,1318
"Tara Dr, 6500 blk - West of Running Water Dr",344,197,,,541,12/2/2003 0:00,4,2,1086
"Tara Dr, 6600 blk - East of Running Water Dr",169,155,,,324,12/2/2003 0:00,4,2,652
"Tartan Ln, 1200 blk - East of Teasdale Terrace",,,538,255,793,10/10/2013 0:00,4,2,1590
"Tartan Ln, 1200 blk - East of Teasedale Terr",,,538,255,793,10/10/2013 0:00,4,2,1590
"Taterwood Dr, 11200 blk - West of Pencewood Dr",,,485,469,954,10/4/2010 0:00,4,2,1912
"Taterwood Dr, 11200 blk - West of Pencewood Dr",,,630,543,1173,11/19/2002 0:00,4,2,2350
"Taterwood Dr, 11400 blk - South of Loring Dr",360,426,,,786,10/4/2010 0:00,4,2,1576
"Taterwood Dr, 11400 blk - South of Loring Dr",404,534,,,938,11/19/2002 0:00,4,2,1880
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",635,760,,,1395,5/11/2005 0:00,4,2,2794
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",644,1052,,,1696,3/10/2004 0:00,4,2,3396
"Taterwood Dr, 11500 blk - South of Glass Mountain Trail",843,958,,,1801,3/27/2002 0:00,4,2,3606
"Taterwood Drive, 11400 blk - North of Jamieson Drive",395,505,,,900,9/10/2012 0:00,4,2,1804
"Taulbee Ln, 1000 blk - East of Watson",,,150,272,422,3/28/2008 0:00,4,2,848
"Taylor Gaines St, 1600 blk - West of Oak Heights",,,132,123,255,1/30/2013 0:00,4,2,514
"Tea Rose Trl, 9500 blk - North of Silkgrass Bend",177,175,,,352,1/23/2008 0:00,4,2,708
"Teakwood Dr, 1900 blk - East of Emberwood Dr",,,805,963,1768,2/21/2012 0:00,4,2,3540
"Teasdale Terrace, 9500 blk - North of E. Rundberg Ln",932,955,,,1887,9/27/2004 0:00,4,2,3778
"Teasdale Terrace, 9700 blk - North of Northcape Dr",841,706,,,1547,9/27/2004 0:00,4,2,3098
"Teasdale Terrace, 9800 blk - West of Aberdeen Way",306,245,,,551,9/27/2004 0:00,4,2,1106
"Tedford St, 11300 blk - South of W. Scurry St",298,177,,,475,4/12/2010 0:00,4,2,954
"Tedford St, 11500 blk - North of W. Scurry St",130,105,,,235,4/12/2010 0:00,4,2,474
"Tedford St, 11700 blk - North of W. Caddo St",114,109,,,223,4/12/2010 0:00,4,2,450
"Teri Rd, 1700 blk - West of Friedrich Ln",,,2724,3935,6659,8/11/2008 0:00,4,2,13322
"Teri Rd, 2200 blk - West of Donahue Ln",,,3422,3513,6935,8/11/2008 0:00,4,2,13874
"Teri Rd, 4600 blk - West of Table Top Trl",,,2501,3036,5537,8/11/2008 0:00,4,2,11078
"Teri Rd, 5400 blk - East of Lark Creek Dr",,,1494,1783,3277,8/11/2008 0:00,4,2,6558
"Teri Rd, 5500 blk - West of Birch Creek Rd",,,1645,1982,3627,2/21/2013 0:00,4,2,7258
"Terravista Dr, 6100 blk - West of Tusman Dr",,,385,362,747,2/29/2012 0:00,4,2,1498
"Terrell Hill Dr, 600 blk - West of South 1st St",,,216,232,448,12/11/2008 0:00,4,2,900
"Texas Oaks Dr, 8700 blk - South of Cattle Trail",381,375,,,756,8/26/2002 0:00,4,2,1516
"Texas Oaks Dr, 9000 blk - North of Texas Sun Dr",462,461,,,923,8/26/2002 0:00,4,2,1850
"Texas Oaks Dr, 9100 blk - North of Independence Loop (North)",1055,1059,,,2114,9/19/2007 0:00,4,2,4232
"Texas Oaks Dr, 9100 blk - South of Texas Sun Dr",1014,1071,,,2085,8/26/2002 0:00,4,2,4174
"Thaxton Rd, 7800 blk - West of Rosenberry Dr",,,1349,1469,2818,5/29/2001 0:00,4,2,5640
"Thaxton Rd, 8000 blk - East of Forbsdale Dr",,,1094,1181,2275,5/29/2001 0:00,4,2,4554
"Thompkins Dr, 12200 blk - South of Yager Ln",2698,2656,,,5354,5/19/2005 0:00,4,2,10712
"Thompkins Dr, 12300 blk - North of Yager Ln",941,939,,,1880,5/19/2005 0:00,4,2,3764
"Thompson Ln, 400 blk - East of Flight Ln",,,1095,1333,2428,12/18/2002 0:00,4,2,4860
"Thompson Ln, 500 blk - East of US183",,,248,278,526,12/18/2002 0:00,4,2,1056
"Thornridge Rd, 1400 blk - West of Gambel's Quail",,,211,249,460,12/5/2007 0:00,4,2,924
"Thornridge Rd, 1400 blk - West of Gambel's Quail",,,246,253,499,5/31/2007 0:00,4,2,1002
"Thunder Creek Rd, 5200 blk - West of Angus Rd",,,1185,1419,2604,1/6/2004 0:00,4,2,5212
"Thurmond St, 900 blk - East of Jamestown Dr",,,1007,734,1741,5/17/2010 0:00,4,2,3486
"Thurmond St, 900 blk - East of Jamestown Dr",,,873,607,1480,1/25/2006 0:00,4,2,2964
"Thurmond St, 900 blk - East of Jamestown Dr",,,738,836,1574,2/10/2005 0:00,4,2,3152
"Tillery St, 1400 blk - East of East 14 1/2 St",,,1542,553,2095,2/24/2014 0:00,4,2,4194
"Tillery St, 2100 blk - South of Denver Ave",638,453,,,1091,2/14/2005 0:00,4,2,2186
"Tillery St, 600 blk - South of Holton St",2200,2156,,,4356,10/8/2008 0:00,4,2,8716
"Tillery Street, 2000 blk - South of Encino Circle (North)",675,499,,,1174,9/18/2012 0:00,4,2,2352
"Tin Cup Dr, 11500 blk - East of Olson Dr",,,298,667,965,11/13/2002 0:00,4,2,1934
"Tin Cup Dr, 11500 blk - North of Spicewood Pkwy",1846,1096,,,2942,1/15/2003 0:00,4,2,5888
"Tisdale Dr, 7700 blk - North of Morrow St",233,227,,,460,11/13/2007 0:00,4,2,924
"Todd Ln, 4100 blk - South of Business Center Dr",5364,4626,,,9990,2/7/2011 0:00,4,2,19984
"Todd Ln, 4400 blk - North of E. St Elmo Rd",4071,3824,,,7895,3/28/2005 0:00,4,2,15794
"Tomanet Trl, 12500 blk - North of Parmer Ln",423,555,,,978,1/16/2008 0:00,4,2,1960
"Toomey Rd, 1600 blk - West of Jessie St",,,866,873,1739,3/6/2001 0:00,4,2,3482
"Topperwein Dr, 10700 blk - North of Lanshire Dr",454,415,,,869,10/9/2008 0:00,4,2,1742
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,805,938,1743,8/22/2005 0:00,4,2,3490
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,927,774,1701,5/31/2005 0:00,4,2,3406
"Topridge Dr, 9200 blk - West of Scotland Well Dr",,,502,501,1003,5/20/2003 0:00,4,2,2010
"Topridge Dr, 9400 blk - East of Country Knoll",,,852,984,1836,8/22/2005 0:00,4,2,3676
